a,b,c,d
8.06,110.8,0,0
8.06,110.9,0,0
8.06,111,0,0
8.06,111.1,0,0
8.06,111.2,0,0
8.06,111.3,0,0
8.06,111.4,0,0
8.06,111.5,0,0
8.06,111.6,0,0
8.06,111.7,0,0
8.06,111.8,0,0
8.06,111.9,0,0
8.06,112,0,0
8.06,112.1,0,0
8.06,112.2,0,0
8.06,112.3,0,0
8.06,112.4,0,0
8.06,112.5,0,0
8.06,112.6,0,0
8.06,112.7,0,0
8.06,112.8,0,0
8.06,112.9,0,0
8.06,113,0,0
8.06,113.1,0,0
8.06,113.2,0,0
8.06,113.3,0,0
8.06,113.4,0,0
8.06,113.5,0,0
8.06,113.6,0,0
8.06,113.7,0,0
8.06,113.8,0,0
8.06,113.9,0,0
8.06,114,0,0
8.06,114.1,0,0
8.06,114.2,0,0
8.06,114.3,0,0
8.06,114.4,0,0
8.06,114.5,0,0
8.06,114.6,0,0
8.06,114.7,0,0
8.06,114.8,0,0
8.06,114.9,0,0
8.06,115,0,0
8.06,115.1,0,0
8.06,115.2,0,0
8.06,115.3,0,0
8.06,115.4,0,0
8.06,115.5,0,0
8.06,115.6,0,0
8.06,115.7,0,0
8.06,115.8,0,0
8.06,115.9,0,0
8.06,116,0,0
8.06,116.1,0,0
8.06,116.2,0,0
8.06,116.3,0,0
8.06,116.4,0,0
8.06,116.5,0,0
8.06,116.6,0,0
8.06,116.7,0,0
8.06,116.8,0,0
8.06,116.9,0,0
8.06,117,0,0
8.06,117.1,0,0
8.06,117.2,0,0
8.06,117.3,0,0
8.06,117.4,0,0
8.06,117.5,0,0
8.06,117.6,0,0
8.06,117.7,0,0
8.06,117.8,0,0
8.06,117.9,0,0
8.06,118,0,0
8.06,118.1,0,0
8.06,118.2,0,0
8.06,118.3,0,0
8.06,118.4,0,0
8.06,118.5,0,0
8.06,118.6,0,0
8.06,118.7,0,0
8.06,118.8,0,0
8.06,118.9,0,0
8.06,119,0,0
8.06,119.1,0,0
8.06,119.2,0,0
8.06,119.3,0,0
8.06,119.4,0,0
8.06,119.5,0,0
8.06,119.6,0,0
8.06,119.7,0,0
8.06,119.8,0,0
8.06,119.9,0,0
8.06,120,0,0
8.06,120.1,0,0
8.06,120.2,0,0
8.06,120.3,0,0
8.06,120.4,0,0
8.06,120.5,0,0
8.06,120.6,0,0
8.06,120.7,0,0
8.06,120.8,0,0
8.06,120.9,0,0
8.06,121,0,0
8.06,121.1,0,0
8.06,121.2,0,0
8.06,121.3,0,0
8.06,121.4,0,0
8.06,121.5,0,0
8.06,121.6,0,0
8.06,121.7,0,0
8.06,121.8,0,0
8.06,121.9,0,0
8.06,122,0,0
8.06,122.1,0,0
8.06,122.2,0,0
8.06,122.3,0,0
8.06,122.4,0,0
8.06,122.5,0,0
8.06,122.6,0,0
8.06,122.7,0,0
8.06,122.8,0,0
8.06,122.9,0,0
8.06,123,0,0
8.06,123.1,0,0
8.06,123.2,0,0
8.06,123.3,0,0
8.06,123.4,0,0
8.06,123.5,0,0
8.06,123.6,0,0
8.06,123.7,0,0
8.06,123.8,0,0
8.06,123.9,0,0
8.06,124,0,0
8.06,124.1,0,0
8.06,124.2,0,0
8.06,124.3,0,0
8.06,124.4,0,0
8.06,124.5,0,0
8.06,124.6,0,0
8.06,124.7,0,0
8.06,124.8,0,0
8.06,124.9,0,0
8.06,125,0,0
8.06,125.1,0,0
8.06,125.2,0,0
8.06,125.3,0,0
8.06,125.4,0,0
8.06,125.5,0,0
8.06,125.6,0,0
8.06,125.7,0,0
8.06,125.8,0,0
8.06,125.9,0,0
8.06,126,0,0
8.06,126.1,0,0
8.06,126.2,0,0
8.06,126.3,0,0
8.06,126.4,0,0
8.06,126.5,0,0
8.06,126.6,0,0
8.06,126.7,0,0
8.06,126.8,0,0
8.06,126.9,0,0
8.06,127,0,0
8.06,127.1,0,0
8.06,127.2,0,0
8.06,127.3,0,0
8.06,127.4,0,0
8.06,127.5,0,0
8.06,127.6,0,0
8.06,127.7,0,0
8.06,127.8,0,0
8.06,127.9,0,0
8.06,128,0,0
8.06,128.1,0,0
8.06,128.2,0,0
8.06,128.3,0,0
8.06,128.4,0,0
8.06,128.5,0,0
8.06,128.6,0,0
8.06,128.7,0,0
8.06,128.8,0,0
8.06,128.9,0,0
8.06,129,0,0
8.06,129.1,0,0
8.06,129.2,0,0
8.06,129.3,0,0
8.06,129.4,0,0
8.06,129.5,0,0
8.06,129.6,0,0
8.06,129.7,0,0
8.06,129.8,0,0
8.06,129.9,0,0
8.06,130,0,0
8.06,130.1,0,0
8.06,130.2,0,0
8.06,130.3,0,0
8.06,130.4,0,0
8.06,130.5,0,0
8.06,130.6,0,0
8.06,130.7,0,0
8.06,130.8,0,0
8.06,130.9,0,0
8.06,131,0,0
8.06,131.1,0,0
8.06,131.2,0,0
8.06,131.3,0,0
8.06,131.4,0,0
8.06,131.5,0,0
8.06,131.6,0,0
8.06,131.7,0,0
8.06,131.8,0,0
8.06,131.9,0,0
8.06,132,0,0
8.06,132.1,0,0
8.06,132.2,0,0
8.06,132.3,0,0
8.06,132.4,0,0
8.06,132.5,0,0
8.06,132.6,0,0
8.06,132.7,0,0
8.06,132.8,0,0
8.06,132.9,0,0
8.06,133,0,0
8.06,133.1,0,0
8.06,133.2,0,0
8.06,133.3,0,0
8.06,133.4,0,0
8.06,133.5,0,0
8.06,133.6,0,0
8.06,133.7,0,0
8.06,133.8,0,0
8.06,133.9,0,0
8.06,134,0,0
8.06,134.1,0,0
8.06,134.2,0,0
8.06,134.3,0,0
8.06,134.4,0,0
8.06,134.5,0,0
8.06,134.6,0,0
8.06,134.7,0,0
8.06,134.8,0,0
8.06,134.9,0,0
8.06,135,0,0
8.06,135.1,0,0
8.06,135.2,0,0
8.06,135.3,0,0
8.06,135.4,0,0
8.06,135.5,0,0
8.06,135.6,0,0
8.06,135.7,0,0
8.06,135.8,0,0
8.06,135.9,0,0
8.06,136,0,0
8.06,136.1,0,0
8.06,136.2,0,0
8.06,136.3,0,0
8.06,136.4,0,0
8.06,136.5,0,0
8.06,136.6,0,0
8.06,136.7,0,0
8.06,136.8,0,0
8.06,136.9,0,0
8.06,137,0,0
8.06,137.1,0,0
8.06,137.2,0,0
8.06,137.3,0,0
8.06,137.4,0,0
8.06,137.5,0,0
8.06,137.6,0,0
8.06,137.7,0,0
8.06,137.8,0,0
8.06,137.9,0,0
8.06,138,0,0
8.06,138.1,0,0
8.06,138.2,0,0
8.06,138.3,0,0
8.06,138.4,0,0
8.06,138.5,0,0
8.06,138.6,0,0
8.06,138.7,0,0
8.06,138.8,0,0
8.06,138.9,0,0
8.06,139,0,0
8.06,139.1,0,0
8.06,139.2,0,0
8.06,139.3,0,0
8.06,139.4,0,0
8.06,139.5,0,0
8.06,139.6,0,0
8.06,139.7,0,0
8.06,139.8,0,0
8.06,139.9,0,0
8.06,140,0,0
8.06,140.1,0,0
8.06,140.2,0,0
8.06,140.3,0,0
8.06,140.4,0,0
8.06,140.5,0,0
8.06,140.6,0,0
8.06,140.7,0,0
8.06,140.8,0,0
8.06,140.9,0,0
8.06,141,0,0
8.06,141.1,0,0
8.06,141.2,0,0
8.06,141.3,0,0
8.06,141.4,0,0
8.06,141.5,0,0
8.06,141.6,0,0
8.06,141.7,0,0
8.06,141.8,0,0
8.06,141.9,0,0
8.06,142,0,0
8.06,142.1,0,0
8.06,142.2,0,0
8.06,142.3,0,0
8.06,142.4,0,0
8.06,142.5,0,0
8.06,142.6,0,0
8.06,142.7,0,0
8.06,142.8,0,0
8.06,142.9,0,0
8.06,143,0,0
8.06,143.1,0,0
8.06,143.2,0,0
8.06,143.3,0,0
8.06,143.4,0,0
8.06,143.5,0,0
8.06,143.6,0,0
8.06,143.7,0,0
8.06,143.8,0,0
8.06,143.9,0,0
8.06,144,0,0
8.06,144.1,0,0
8.06,144.2,0,0
8.06,144.3,0,0
8.06,144.4,0,0
8.06,144.5,0,0
8.06,144.6,0,0
8.06,144.7,0,0
8.06,144.8,0,0
8.06,144.9,0,0
8.06,145,0,0
8.06,145.1,0,0
8.06,145.2,0,0
8.06,145.3,0,0
8.06,145.4,0,0
8.06,145.5,0,0
8.06,145.6,0,0
8.06,145.7,0,0
8.06,145.8,0,0
8.06,145.9,0,0
8.06,146,0,0
8.06,146.1,0,0
8.06,146.2,0,0
8.06,146.3,0,0
8.06,146.4,0,0
8.06,146.5,0,0
8.06,146.6,0,0
8.06,146.7,0,0
8.06,146.8,0,0
8.06,146.9,0,0
8.06,147,0,0
8.06,147.1,0,0
8.06,147.2,0,0
8.06,147.3,0,0
8.06,147.4,0,0
8.06,147.5,0,0
8.06,147.6,0,0
8.06,147.7,0,0
8.06,147.8,0,0
8.06,147.9,0,0
8.06,148,0,0
8.06,148.1,0,0
8.06,148.2,0,0
8.06,148.3,0,0
8.06,148.4,0,0
8.06,148.5,0,0
8.06,148.6,0,0
8.06,148.7,0,0
8.06,148.8,0,0
8.06,148.9,0,0
8.06,149,0,0
8.06,149.1,0,0
8.06,149.2,0,0
8.06,149.3,0,0
8.06,149.4,0,0
8.06,149.5,0,0
8.06,149.6,0,0
8.06,149.7,0,0
8.06,149.8,0,0
8.06,149.9,0,0
8.06,150,0,0
8.06,150.1,0,0
8.06,150.2,0,0
8.06,150.3,0,0
8.06,150.4,0,0
8.06,150.5,0,0
8.06,150.6,0,0
8.06,150.7,0,0
8.06,150.8,0,0
8.06,150.9,0,0
8.06,151,0,0
8.06,151.1,0,0
8.06,151.2,0,0
8.06,151.3,0,0
8.06,151.4,0,0
8.06,151.5,0,0
8.06,151.6,0,0
8.06,151.7,0,0
8.06,151.8,0,0
8.06,151.9,0,0
8.06,152,0,0
8.06,152.1,0,0
8.06,152.2,0,0
8.06,152.3,0,0
8.06,152.4,0,0
8.06,152.5,0,0
8.06,152.6,0,0
8.06,152.7,0,0
8.06,152.8,0,0
8.06,152.9,0,0
8.06,153,0,0
8.06,153.1,0,0
8.06,153.2,0,0
8.06,153.3,0,0
8.06,153.4,0,0
8.06,153.5,0,0
8.06,153.6,0,0
8.06,153.7,0,0
8.06,153.8,0,0
8.06,153.9,0,0
8.06,154,0,0
8.06,154.1,0,0
8.06,154.2,0,0
8.06,154.3,0,0
8.06,154.4,0,0
8.06,154.5,0,0
8.06,154.6,0,0
8.06,154.7,0,0
8.06,154.8,0,0
8.06,154.9,0,0
8.06,155,0,0
8.06,155.1,0,0
8.06,155.2,0,0
8.06,155.3,0,0
8.06,155.4,0,0
8.06,155.5,0,0
8.06,155.6,0,0
8.06,155.7,0,0
8.06,155.8,0,0
8.06,155.9,0,0
8.06,156,0,0
8.06,156.1,0,0
8.06,156.2,0,0
8.06,156.3,0,0
8.06,156.4,0,0
8.06,156.5,0,0
8.06,156.6,0,0
8.06,156.7,0,0
8.06,156.8,0,0
8.06,156.9,0,0
8.06,157,0,0
8.06,157.1,0,0
8.06,157.2,0,0
8.06,157.3,0,0
8.06,157.4,0,0
8.06,157.5,0,0
8.06,157.6,0,0
8.06,157.7,0,0
8.06,157.8,0,0
8.06,157.9,0,0
8.06,158,0,0
8.06,158.1,0,0
8.06,158.2,0,0
8.06,158.3,0,0
8.06,158.4,0,0
8.06,158.5,0,0
8.06,158.6,0,0
8.06,158.7,0,0
8.06,158.8,0,0
8.06,158.9,0,0
8.06,159,0,0
8.06,159.1,0,0
8.06,159.2,0,0
8.06,159.3,0,0
8.06,159.4,0,0
8.06,159.5,0,0
8.06,159.6,0,0
8.06,159.7,0,0
8.06,159.8,0,0
8.06,159.9,0,0
8.06,160,0,0
8.06,160.1,0,0
8.06,160.2,0,0
8.06,160.3,0,0
8.06,160.4,0,0
8.06,160.5,0,0
8.06,160.6,0,0
8.06,160.7,0,0
8.06,160.8,0,0
8.06,160.9,0,0
8.06,161,0,0
8.06,161.1,0,0
8.06,161.2,0,0
8.06,161.3,0,0
8.06,161.4,0,0
8.06,161.5,0,0
8.06,161.6,0,0
8.06,161.7,0,0
8.06,161.8,0,0
8.06,161.9,0,0
8.06,162,0,0
8.06,162.1,0,0
8.06,162.2,0,0
8.06,162.3,0,0
8.06,162.4,0,0
8.06,162.5,0,0
8.06,162.6,0,0
8.06,162.7,0,0
8.06,162.8,0,0
8.06,162.9,0,0
8.06,163,0,0
8.06,163.1,0,0
8.06,163.2,0,0
8.06,163.3,0,0
8.06,163.4,0,0
8.06,163.5,0,0
8.06,163.6,0,0
8.06,163.7,0,0
8.06,163.8,0,0
8.06,163.9,0,0
8.06,164,0,0
8.06,164.1,0,0
8.06,164.2,0,0
8.06,164.3,0,0
8.06,164.4,0,0
8.06,164.5,0,0
8.06,164.6,0,0
8.06,164.7,0,0
8.06,164.8,0,0
8.06,164.9,0,0
8.06,165,0,0
8.06,165.1,0,0
8.06,165.2,0,0
8.06,165.3,0,0
8.06,165.4,0,0
8.06,165.5,0,0
8.06,165.6,0,0
8.06,165.7,0,0
8.06,165.8,0,0
8.06,165.9,0,0
8.06,166,0,0
8.06,166.1,0,0
8.06,166.2,0,0
8.06,166.3,0,0
8.06,166.4,0,0
8.06,166.5,0,0
8.06,166.6,0,0
8.06,166.7,0,0
8.06,166.8,0,0
8.06,166.9,0,0
8.06,167,0,0
8.06,167.1,0,0
8.06,167.2,0,0
8.06,167.3,0,0
8.06,167.4,0,0
8.06,167.5,0,0
8.06,167.6,0,0
8.06,167.7,0,0
8.06,167.8,0,0
8.06,167.9,0,0
8.06,168,0,0
8.06,168.1,0,0
8.06,168.2,0,0
8.06,168.3,0,0
8.06,168.4,0,0
8.06,168.5,0,0
8.06,168.6,0,0
8.06,168.7,0,0
8.06,168.8,0,0
8.06,168.9,0,0
8.06,169,0,0
8.06,169.1,0,0
8.06,169.2,0,0
8.06,169.3,0,0
8.06,169.4,0,0
8.06,169.5,0,0
8.06,169.6,0,0
8.06,169.7,0,0
8.06,169.8,0,0
8.06,169.9,0,0
8.06,170,0,0
8.06,170.1,0,0
8.06,170.2,0,0
8.06,170.3,0,0
8.06,170.4,0,0
8.06,170.5,0,0
8.06,170.6,0,0
8.06,170.7,0,0
8.06,170.8,0,0
8.06,170.9,0,0
8.06,171,0,0
8.06,171.1,0,0
8.06,171.2,0,0
8.06,171.3,0,0
8.06,171.4,0,0
8.06,171.5,0,0
8.06,171.6,0,0
8.06,171.7,0,0
8.06,171.8,0,0
8.06,171.9,0,0
8.06,172,0,0
8.06,172.1,0,0
8.06,172.2,0,0
8.06,172.3,0,0
8.06,172.4,0,0
8.06,172.5,0,0
8.06,172.6,0,0
8.06,172.7,0,0
8.06,172.8,0,0
8.06,172.9,0,0
8.06,173,0,0
8.06,173.1,0,0
8.06,173.2,0,0
8.06,173.3,0,0
8.06,173.4,0,0
8.06,173.5,0,0
8.06,173.6,0,0
8.06,173.7,0,0
8.06,173.8,0,0
8.06,173.9,0,0
8.06,174,0,0
8.06,174.1,0,0
8.06,174.2,0,0
8.06,174.3,0,0
8.06,174.4,0,0
8.06,174.5,0,0
8.06,174.6,0,0
8.06,174.7,0,0
8.06,174.8,0,0
8.06,174.9,0,0
8.06,175,0,0
8.06,175.1,0,0
8.06,175.2,0,0
8.06,175.3,0,0
8.06,175.4,0,0
8.06,175.5,0,0
8.06,175.6,0,0
8.06,175.7,0,0
8.06,175.8,0,0
8.06,175.9,0,0
8.06,176,0,0
8.06,176.1,0,0
8.06,176.2,0,0
8.06,176.3,0,0
8.06,176.4,0,0
8.06,176.5,0,0
8.06,176.6,0,0
8.06,176.7,0,0
8.06,176.8,0,0
8.06,176.9,0,0
8.06,177,0,0
8.06,177.1,0,0
8.06,177.2,0,0
8.06,177.3,0,0
8.06,177.4,0,0
8.06,177.5,0,0
8.06,177.6,0,0
8.06,177.7,0,0
8.06,177.8,0,0
8.06,177.9,0,0
8.06,178,0,0
8.06,178.1,0,0
8.06,178.2,0,0
8.06,178.3,0,0
8.06,178.4,0,0
8.06,178.5,0,0
8.06,178.6,0,0
8.06,178.7,0,0
8.06,178.8,0,0
8.06,178.9,0,0
8.06,179,0,0
8.06,179.1,0,0
8.06,179.2,0,0
8.06,179.3,0,0
8.06,179.4,0,0
8.06,179.5,0,0
8.06,179.6,0,0
8.06,179.7,0,0
8.06,179.8,0,0
8.06,179.9,0,0
8.06,180,0,0
8.08,0,11,0.060773481
8.08,0.1,11,0.060773481
8.08,0.2,11,0.060773481
8.08,0.3,12,0.066298343
8.08,0.4,12,0.066298343
8.08,0.5,12,0.066298343
8.08,0.6,12,0.066298343
8.08,0.7,13,0.071823204
8.08,0.8,13,0.071823204
8.08,0.9,13,0.071823204
8.08,1,13,0.071823204
8.08,1.1,13,0.071823204
8.08,1.2,14,0.077348066
8.08,1.3,14,0.077348066
8.08,1.4,14,0.077348066
8.08,1.5,14,0.077348066
8.08,1.6,15,0.082872928
8.08,1.7,15,0.082872928
8.08,1.8,15,0.082872928
8.08,1.9,15,0.082872928
8.08,2,16,0.08839779
8.08,2.1,16,0.08839779
8.08,2.2,16,0.08839779
8.08,2.3,16,0.08839779
8.08,2.4,17,0.093922652
8.08,2.5,17,0.093922652
8.08,2.6,17,0.093922652
8.08,2.7,17,0.093922652
8.08,2.8,18,0.099447514
8.08,2.9,18,0.099447514
8.08,3,18,0.099447514
8.08,3.1,18,0.099447514
8.08,3.2,19,0.104972376
8.08,3.3,19,0.104972376
8.08,3.4,19,0.104972376
8.08,3.5,19,0.104972376
8.08,3.6,20,0.110497238
8.08,3.7,20,0.110497238
8.08,3.8,20,0.110497238
8.08,3.9,20,0.110497238
8.08,4,21,0.116022099
8.08,4.1,21,0.116022099
8.08,4.2,21,0.116022099
8.08,4.3,20,0.110497238
8.08,4.4,21,0.116022099
8.08,4.5,21,0.116022099
8.08,4.6,21,0.116022099
8.08,4.7,21,0.116022099
8.08,4.8,22,0.121546961
8.08,4.9,21,0.116022099
8.08,5,21,0.116022099
8.08,5.1,21,0.116022099
8.08,5.2,21,0.116022099
8.08,5.3,22,0.121546961
8.08,5.4,22,0.121546961
8.08,5.5,21,0.116022099
8.08,5.6,21,0.116022099
8.08,5.7,22,0.121546961
8.08,5.8,22,0.121546961
8.08,5.9,22,0.121546961
8.08,6,22,0.121546961
8.08,6.1,22,0.121546961
8.08,6.2,22,0.121546961
8.08,6.3,22,0.121546961
8.08,6.4,22,0.121546961
8.08,6.5,23,0.127071823
8.08,6.6,23,0.127071823
8.08,6.7,22,0.121546961
8.08,6.8,22,0.121546961
8.08,6.9,23,0.127071823
8.08,7,23,0.127071823
8.08,7.1,23,0.127071823
8.08,7.2,23,0.127071823
8.08,7.3,23,0.127071823
8.08,7.4,23,0.127071823
8.08,7.5,23,0.127071823
8.08,7.6,23,0.127071823
8.08,7.7,24,0.132596685
8.08,7.8,24,0.132596685
8.08,7.9,23,0.127071823
8.08,8,23,0.127071823
8.08,8.1,24,0.132596685
8.08,8.2,24,0.132596685
8.08,8.3,24,0.132596685
8.08,8.4,24,0.132596685
8.08,8.5,24,0.132596685
8.08,8.6,24,0.132596685
8.08,8.7,24,0.132596685
8.08,8.8,24,0.132596685
8.08,8.9,25,0.138121547
8.08,9,25,0.138121547
8.08,9.1,24,0.132596685
8.08,9.2,24,0.132596685
8.08,9.3,25,0.138121547
8.08,9.4,25,0.138121547
8.08,9.5,25,0.138121547
8.08,9.6,25,0.138121547
8.08,9.7,25,0.138121547
8.08,9.8,25,0.138121547
8.08,9.9,25,0.138121547
8.08,10,25,0.138121547
8.08,10.1,26,0.143646409
8.08,10.2,26,0.143646409
8.08,10.3,25,0.138121547
8.08,10.4,25,0.138121547
8.08,10.5,26,0.143646409
8.08,10.6,26,0.143646409
8.08,10.7,26,0.143646409
8.08,10.8,26,0.143646409
8.08,10.9,26,0.143646409
8.08,11,26,0.143646409
8.08,11.1,26,0.143646409
8.08,11.2,26,0.143646409
8.08,11.3,26,0.143646409
8.08,11.4,27,0.149171271
8.08,11.5,26,0.143646409
8.08,11.6,26,0.143646409
8.08,11.7,26,0.143646409
8.08,11.8,27,0.149171271
8.08,11.9,27,0.149171271
8.08,12,27,0.149171271
8.08,12.1,26,0.143646409
8.08,12.2,27,0.149171271
8.08,12.3,27,0.149171271
8.08,12.4,27,0.149171271
8.08,12.5,27,0.149171271
8.08,12.6,28,0.154696133
8.08,12.7,27,0.149171271
8.08,12.8,27,0.149171271
8.08,12.9,27,0.149171271
8.08,13,27,0.149171271
8.08,13.1,28,0.154696133
8.08,13.2,28,0.154696133
8.08,13.3,27,0.149171271
8.08,13.4,27,0.149171271
8.08,13.5,28,0.154696133
8.08,13.6,28,0.154696133
8.08,13.7,28,0.154696133
8.08,13.8,28,0.154696133
8.08,13.9,28,0.154696133
8.08,14,28,0.154696133
8.08,14.1,28,0.154696133
8.08,14.2,28,0.154696133
8.08,14.3,29,0.160220994
8.08,14.4,29,0.160220994
8.08,14.5,29,0.160220994
8.08,14.6,28,0.154696133
8.08,14.7,28,0.154696133
8.08,14.8,28,0.154696133
8.08,14.9,29,0.160220994
8.08,15,29,0.160220994
8.08,15.1,29,0.160220994
8.08,15.2,28,0.154696133
8.08,15.3,29,0.160220994
8.08,15.4,29,0.160220994
8.08,15.5,29,0.160220994
8.08,15.6,29,0.160220994
8.08,15.7,29,0.160220994
8.08,15.8,28,0.154696133
8.08,15.9,29,0.160220994
8.08,16,29,0.160220994
8.08,16.1,29,0.160220994
8.08,16.2,29,0.160220994
8.08,16.3,30,0.165745856
8.08,16.4,29,0.160220994
8.08,16.5,29,0.160220994
8.08,16.6,29,0.160220994
8.08,16.7,29,0.160220994
8.08,16.8,29,0.160220994
8.08,16.9,30,0.165745856
8.08,17,29,0.160220994
8.08,17.1,29,0.160220994
8.08,17.2,29,0.160220994
8.08,17.3,29,0.160220994
8.08,17.4,30,0.165745856
8.08,17.5,30,0.165745856
8.08,17.6,29,0.160220994
8.08,17.7,29,0.160220994
8.08,17.8,29,0.160220994
8.08,17.9,29,0.160220994
8.08,18,30,0.165745856
8.08,18.1,30,0.165745856
8.08,18.2,29,0.160220994
8.08,18.3,29,0.160220994
8.08,18.4,29,0.160220994
8.08,18.5,29,0.160220994
8.08,18.6,29,0.160220994
8.08,18.7,30,0.165745856
8.08,18.8,29,0.160220994
8.08,18.9,29,0.160220994
8.08,19,29,0.160220994
8.08,19.1,29,0.160220994
8.08,19.2,29,0.160220994
8.08,19.3,30,0.165745856
8.08,19.4,29,0.160220994
8.08,19.5,29,0.160220994
8.08,19.6,29,0.160220994
8.08,19.7,29,0.160220994
8.08,19.8,29,0.160220994
8.08,19.9,29,0.160220994
8.08,20,28,0.154696133
8.08,20.1,29,0.160220994
8.08,20.2,29,0.160220994
8.08,20.3,29,0.160220994
8.08,20.4,29,0.160220994
8.08,20.5,30,0.165745856
8.08,20.6,29,0.160220994
8.08,20.7,29,0.160220994
8.08,20.8,29,0.160220994
8.08,20.9,29,0.160220994
8.08,21,30,0.165745856
8.08,21.1,30,0.165745856
8.08,21.2,29,0.160220994
8.08,21.3,29,0.160220994
8.08,21.4,29,0.160220994
8.08,21.5,30,0.165745856
8.08,21.6,30,0.165745856
8.08,21.7,30,0.165745856
8.08,21.8,29,0.160220994
8.08,21.9,29,0.160220994
8.08,22,30,0.165745856
8.08,22.1,30,0.165745856
8.08,22.2,30,0.165745856
8.08,22.3,30,0.165745856
8.08,22.4,29,0.160220994
8.08,22.5,29,0.160220994
8.08,22.6,30,0.165745856
8.08,22.7,30,0.165745856
8.08,22.8,30,0.165745856
8.08,22.9,30,0.165745856
8.08,23,29,0.160220994
8.08,23.1,29,0.160220994
8.08,23.2,29,0.160220994
8.08,23.3,30,0.165745856
8.08,23.4,30,0.165745856
8.08,23.5,30,0.165745856
8.08,23.6,29,0.160220994
8.08,23.7,29,0.160220994
8.08,23.8,30,0.165745856
8.08,23.9,30,0.165745856
8.08,24,30,0.165745856
8.08,24.1,30,0.165745856
8.08,24.2,30,0.165745856
8.08,24.3,29,0.160220994
8.08,24.4,29,0.160220994
8.08,24.5,30,0.165745856
8.08,24.6,30,0.165745856
8.08,24.7,30,0.165745856
8.08,24.8,30,0.165745856
8.08,24.9,29,0.160220994
8.08,25,29,0.160220994
8.08,25.1,29,0.160220994
8.08,25.2,30,0.165745856
8.08,25.3,30,0.165745856
8.08,25.4,30,0.165745856
8.08,25.5,29,0.160220994
8.08,25.6,29,0.160220994
8.08,25.7,29,0.160220994
8.08,25.8,29,0.160220994
8.08,25.9,29,0.160220994
8.08,26,30,0.165745856
8.08,26.1,29,0.160220994
8.08,26.2,29,0.160220994
8.08,26.3,29,0.160220994
8.08,26.4,29,0.160220994
8.08,26.5,29,0.160220994
8.08,26.6,30,0.165745856
8.08,26.7,28,0.154696133
8.08,26.8,28,0.154696133
8.08,26.9,29,0.160220994
8.08,27,29,0.160220994
8.08,27.1,29,0.160220994
8.08,27.2,29,0.160220994
8.08,27.3,28,0.154696133
8.08,27.4,28,0.154696133
8.08,27.5,29,0.160220994
8.08,27.6,29,0.160220994
8.08,27.7,29,0.160220994
8.08,27.8,29,0.160220994
8.08,27.9,28,0.154696133
8.08,28,29,0.160220994
8.08,28.1,29,0.160220994
8.08,28.2,29,0.160220994
8.08,28.3,29,0.160220994
8.08,28.4,29,0.160220994
8.08,28.5,28,0.154696133
8.08,28.6,28,0.154696133
8.08,28.7,29,0.160220994
8.08,28.8,29,0.160220994
8.08,28.9,29,0.160220994
8.08,29,29,0.160220994
8.08,29.1,29,0.160220994
8.08,29.2,29,0.160220994
8.08,29.3,29,0.160220994
8.08,29.4,29,0.160220994
8.08,29.5,29,0.160220994
8.08,29.6,29,0.160220994
8.08,29.7,29,0.160220994
8.08,29.8,28,0.154696133
8.08,29.9,28,0.154696133
8.08,30,29,0.160220994
8.08,30.1,29,0.160220994
8.08,30.2,29,0.160220994
8.08,30.3,29,0.160220994
8.08,30.4,28,0.154696133
8.08,30.5,28,0.154696133
8.08,30.6,28,0.154696133
8.08,30.7,29,0.160220994
8.08,30.8,29,0.160220994
8.08,30.9,29,0.160220994
8.08,31,28,0.154696133
8.08,31.1,28,0.154696133
8.08,31.2,28,0.154696133
8.08,31.3,28,0.154696133
8.08,31.4,29,0.160220994
8.08,31.5,29,0.160220994
8.08,31.6,28,0.154696133
8.08,31.7,28,0.154696133
8.08,31.8,28,0.154696133
8.08,31.9,28,0.154696133
8.08,32,28,0.154696133
8.08,32.1,28,0.154696133
8.08,32.2,27,0.149171271
8.08,32.3,27,0.149171271
8.08,32.4,27,0.149171271
8.08,32.5,28,0.154696133
8.08,32.6,28,0.154696133
8.08,32.7,28,0.154696133
8.08,32.8,27,0.149171271
8.08,32.9,27,0.149171271
8.08,33,27,0.149171271
8.08,33.1,27,0.149171271
8.08,33.2,27,0.149171271
8.08,33.3,27,0.149171271
8.08,33.4,27,0.149171271
8.08,33.5,27,0.149171271
8.08,33.6,27,0.149171271
8.08,33.7,27,0.149171271
8.08,33.8,27,0.149171271
8.08,33.9,27,0.149171271
8.08,34,27,0.149171271
8.08,34.1,27,0.149171271
8.08,34.2,27,0.149171271
8.08,34.3,27,0.149171271
8.08,34.4,27,0.149171271
8.08,34.5,27,0.149171271
8.08,34.6,27,0.149171271
8.08,34.7,27,0.149171271
8.08,34.8,27,0.149171271
8.08,34.9,27,0.149171271
8.08,35,27,0.149171271
8.08,35.1,27,0.149171271
8.08,35.2,27,0.149171271
8.08,35.3,26,0.143646409
8.08,35.4,27,0.149171271
8.08,35.5,27,0.149171271
8.08,35.6,27,0.149171271
8.08,35.7,27,0.149171271
8.08,35.8,27,0.149171271
8.08,35.9,27,0.149171271
8.08,36,26,0.143646409
8.08,36.1,26,0.143646409
8.08,36.2,27,0.149171271
8.08,36.3,27,0.149171271
8.08,36.4,27,0.149171271
8.08,36.5,27,0.149171271
8.08,36.6,26,0.143646409
8.08,36.7,26,0.143646409
