a,b,c,d
5.96,63,0,0
5.96,63.1,0,0
5.96,63.2,0,0
5.96,63.3,0,0
5.96,63.4,0,0
5.96,63.5,0,0
5.96,63.6,0,0
5.96,63.7,0,0
5.96,63.8,0,0
5.96,63.9,0,0
5.96,64,0,0
5.96,64.1,0,0
5.96,64.2,0,0
5.96,64.3,0,0
5.96,64.4,0,0
5.96,64.5,0,0
5.96,64.6,0,0
5.96,64.7,0,0
5.96,64.8,0,0
5.96,64.9,0,0
5.96,65,0,0
5.96,65.1,0,0
5.96,65.2,0,0
5.96,65.3,0,0
5.96,65.4,0,0
5.96,65.5,0,0
5.96,65.6,0,0
5.96,65.7,0,0
5.96,65.8,0,0
5.96,65.9,0,0
5.96,66,0,0
5.96,66.1,0,0
5.96,66.2,0,0
5.96,66.3,0,0
5.96,66.4,0,0
5.96,66.5,0,0
5.96,66.6,0,0
5.96,66.7,0,0
5.96,66.8,0,0
5.96,66.9,0,0
5.96,67,0,0
5.96,67.1,0,0
5.96,67.2,0,0
5.96,67.3,0,0
5.96,67.4,0,0
5.96,67.5,0,0
5.96,67.6,0,0
5.96,67.7,0,0
5.96,67.8,0,0
5.96,67.9,0,0
5.96,68,0,0
5.96,68.1,0,0
5.96,68.2,0,0
5.96,68.3,0,0
5.96,68.4,0,0
5.96,68.5,0,0
5.96,68.6,0,0
5.96,68.7,0,0
5.96,68.8,0,0
5.96,68.9,0,0
5.96,69,0,0
5.96,69.1,0,0
5.96,69.2,0,0
5.96,69.3,0,0
5.96,69.4,0,0
5.96,69.5,0,0
5.96,69.6,0,0
5.96,69.7,0,0
5.96,69.8,0,0
5.96,69.9,0,0
5.96,70,0,0
5.96,70.1,0,0
5.96,70.2,0,0
5.96,70.3,0,0
5.96,70.4,0,0
5.96,70.5,0,0
5.96,70.6,0,0
5.96,70.7,0,0
5.96,70.8,0,0
5.96,70.9,0,0
5.96,71,0,0
5.96,71.1,0,0
5.96,71.2,0,0
5.96,71.3,0,0
5.96,71.4,0,0
5.96,71.5,0,0
5.96,71.6,0,0
5.96,71.7,0,0
5.96,71.8,0,0
5.96,71.9,0,0
5.96,72,0,0
5.96,72.1,0,0
5.96,72.2,0,0
5.96,72.3,0,0
5.96,72.4,0,0
5.96,72.5,0,0
5.96,72.6,0,0
5.96,72.7,0,0
5.96,72.8,0,0
5.96,72.9,0,0
5.96,73,0,0
5.96,73.1,0,0
5.96,73.2,0,0
5.96,73.3,0,0
5.96,73.4,0,0
5.96,73.5,0,0
5.96,73.6,0,0
5.96,73.7,0,0
5.96,73.8,0,0
5.96,73.9,0,0
5.96,74,0,0
5.96,74.1,0,0
5.96,74.2,0,0
5.96,74.3,0,0
5.96,74.4,0,0
5.96,74.5,0,0
5.96,74.6,0,0
5.96,74.7,0,0
5.96,74.8,0,0
5.96,74.9,0,0
5.96,75,0,0
5.96,75.1,0,0
5.96,75.2,0,0
5.96,75.3,0,0
5.96,75.4,0,0
5.96,75.5,0,0
5.96,75.6,0,0
5.96,75.7,0,0
5.96,75.8,0,0
5.96,75.9,0,0
5.96,76,0,0
5.96,76.1,0,0
5.96,76.2,0,0
5.96,76.3,0,0
5.96,76.4,0,0
5.96,76.5,0,0
5.96,76.6,0,0
5.96,76.7,0,0
5.96,76.8,0,0
5.96,76.9,0,0
5.96,77,0,0
5.96,77.1,0,0
5.96,77.2,0,0
5.96,77.3,0,0
5.96,77.4,0,0
5.96,77.5,0,0
5.96,77.6,0,0
5.96,77.7,0,0
5.96,77.8,0,0
5.96,77.9,0,0
5.96,78,0,0
5.96,78.1,0,0
5.96,78.2,0,0
5.96,78.3,0,0
5.96,78.4,0,0
5.96,78.5,0,0
5.96,78.6,0,0
5.96,78.7,0,0
5.96,78.8,0,0
5.96,78.9,0,0
5.96,79,0,0
5.96,79.1,0,0
5.96,79.2,0,0
5.96,79.3,0,0
5.96,79.4,0,0
5.96,79.5,0,0
5.96,79.6,0,0
5.96,79.7,0,0
5.96,79.8,0,0
5.96,79.9,0,0
5.96,80,0,0
5.96,80.1,0,0
5.96,80.2,0,0
5.96,80.3,0,0
5.96,80.4,0,0
5.96,80.5,0,0
5.96,80.6,0,0
5.96,80.7,0,0
5.96,80.8,0,0
5.96,80.9,0,0
5.96,81,0,0
5.96,81.1,0,0
5.96,81.2,0,0
5.96,81.3,0,0
5.96,81.4,0,0
5.96,81.5,0,0
5.96,81.6,0,0
5.96,81.7,0,0
5.96,81.8,0,0
5.96,81.9,0,0
5.96,82,0,0
5.96,82.1,0,0
5.96,82.2,0,0
5.96,82.3,0,0
5.96,82.4,0,0
5.96,82.5,0,0
5.96,82.6,0,0
5.96,82.7,0,0
5.96,82.8,0,0
5.96,82.9,0,0
5.96,83,0,0
5.96,83.1,0,0
5.96,83.2,0,0
5.96,83.3,0,0
5.96,83.4,0,0
5.96,83.5,0,0
5.96,83.6,0,0
5.96,83.7,0,0
5.96,83.8,0,0
5.96,83.9,0,0
5.96,84,0,0
5.96,84.1,0,0
5.96,84.2,0,0
5.96,84.3,0,0
5.96,84.4,0,0
5.96,84.5,0,0
5.96,84.6,0,0
5.96,84.7,0,0
5.96,84.8,0,0
5.96,84.9,0,0
5.96,85,0,0
5.96,85.1,0,0
5.96,85.2,0,0
5.96,85.3,0,0
5.96,85.4,0,0
5.96,85.5,0,0
5.96,85.6,0,0
5.96,85.7,0,0
5.96,85.8,0,0
5.96,85.9,0,0
5.96,86,0,0
5.96,86.1,0,0
5.96,86.2,0,0
5.96,86.3,0,0
5.96,86.4,0,0
5.96,86.5,0,0
5.96,86.6,0,0
5.96,86.7,0,0
5.96,86.8,0,0
5.96,86.9,0,0
5.96,87,0,0
5.96,87.1,0,0
5.96,87.2,0,0
5.96,87.3,0,0
5.96,87.4,0,0
5.96,87.5,0,0
5.96,87.6,0,0
5.96,87.7,0,0
5.96,87.8,0,0
5.96,87.9,0,0
5.96,88,0,0
5.96,88.1,0,0
5.96,88.2,0,0
5.96,88.3,0,0
5.96,88.4,0,0
5.96,88.5,0,0
5.96,88.6,0,0
5.96,88.7,0,0
5.96,88.8,0,0
5.96,88.9,0,0
5.96,89,0,0
5.96,89.1,0,0
5.96,89.2,0,0
5.96,89.3,0,0
5.96,89.4,0,0
5.96,89.5,0,0
5.96,89.6,0,0
5.96,89.7,0,0
5.96,89.8,0,0
5.96,89.9,0,0
5.96,90,0,0
5.96,90.1,0,0
5.96,90.2,0,0
5.96,90.3,0,0
5.96,90.4,0,0
5.96,90.5,0,0
5.96,90.6,0,0
5.96,90.7,0,0
5.96,90.8,0,0
5.96,90.9,0,0
5.96,91,0,0
5.96,91.1,0,0
5.96,91.2,0,0
5.96,91.3,0,0
5.96,91.4,0,0
5.96,91.5,0,0
5.96,91.6,0,0
5.96,91.7,0,0
5.96,91.8,0,0
5.96,91.9,0,0
5.96,92,0,0
5.96,92.1,0,0
5.96,92.2,0,0
5.96,92.3,0,0
5.96,92.4,0,0
5.96,92.5,0,0
5.96,92.6,0,0
5.96,92.7,0,0
5.96,92.8,0,0
5.96,92.9,0,0
5.96,93,0,0
5.96,93.1,0,0
5.96,93.2,0,0
5.96,93.3,0,0
5.96,93.4,0,0
5.96,93.5,0,0
5.96,93.6,0,0
5.96,93.7,0,0
5.96,93.8,0,0
5.96,93.9,0,0
5.96,94,0,0
5.96,94.1,0,0
5.96,94.2,0,0
5.96,94.3,0,0
5.96,94.4,0,0
5.96,94.5,0,0
5.96,94.6,0,0
5.96,94.7,0,0
5.96,94.8,0,0
5.96,94.9,0,0
5.96,95,0,0
5.96,95.1,0,0
5.96,95.2,0,0
5.96,95.3,0,0
5.96,95.4,0,0
5.96,95.5,0,0
5.96,95.6,0,0
5.96,95.7,0,0
5.96,95.8,0,0
5.96,95.9,0,0
5.96,96,0,0
5.96,96.1,0,0
5.96,96.2,0,0
5.96,96.3,0,0
5.96,96.4,0,0
5.96,96.5,0,0
5.96,96.6,0,0
5.96,96.7,0,0
5.96,96.8,0,0
5.96,96.9,0,0
5.96,97,0,0
5.96,97.1,0,0
5.96,97.2,0,0
5.96,97.3,0,0
5.96,97.4,0,0
5.96,97.5,0,0
5.96,97.6,0,0
5.96,97.7,0,0
5.96,97.8,0,0
5.96,97.9,0,0
5.96,98,0,0
5.96,98.1,0,0
5.96,98.2,0,0
5.96,98.3,0,0
5.96,98.4,0,0
5.96,98.5,0,0
5.96,98.6,0,0
5.96,98.7,0,0
5.96,98.8,0,0
5.96,98.9,0,0
5.96,99,0,0
5.96,99.1,0,0
5.96,99.2,0,0
5.96,99.3,0,0
5.96,99.4,0,0
5.96,99.5,0,0
5.96,99.6,0,0
5.96,99.7,0,0
5.96,99.8,0,0
5.96,99.9,0,0
5.96,100,0,0
5.96,100.1,0,0
5.96,100.2,0,0
5.96,100.3,0,0
5.96,100.4,0,0
5.96,100.5,0,0
5.96,100.6,0,0
5.96,100.7,0,0
5.96,100.8,0,0
5.96,100.9,0,0
5.96,101,0,0
5.96,101.1,0,0
5.96,101.2,0,0
5.96,101.3,0,0
5.96,101.4,0,0
5.96,101.5,0,0
5.96,101.6,0,0
5.96,101.7,0,0
5.96,101.8,0,0
5.96,101.9,0,0
5.96,102,0,0
5.96,102.1,0,0
5.96,102.2,0,0
5.96,102.3,0,0
5.96,102.4,0,0
5.96,102.5,0,0
5.96,102.6,0,0
5.96,102.7,0,0
5.96,102.8,0,0
5.96,102.9,0,0
5.96,103,0,0
5.96,103.1,0,0
5.96,103.2,0,0
5.96,103.3,0,0
5.96,103.4,0,0
5.96,103.5,0,0
5.96,103.6,0,0
5.96,103.7,0,0
5.96,103.8,0,0
5.96,103.9,0,0
5.96,104,0,0
5.96,104.1,0,0
5.96,104.2,0,0
5.96,104.3,0,0
5.96,104.4,0,0
5.96,104.5,0,0
5.96,104.6,0,0
5.96,104.7,0,0
5.96,104.8,0,0
5.96,104.9,0,0
5.96,105,0,0
5.96,105.1,0,0
5.96,105.2,0,0
5.96,105.3,0,0
5.96,105.4,0,0
5.96,105.5,0,0
5.96,105.6,0,0
5.96,105.7,0,0
5.96,105.8,0,0
5.96,105.9,0,0
5.96,106,0,0
5.96,106.1,0,0
5.96,106.2,0,0
5.96,106.3,0,0
5.96,106.4,0,0
5.96,106.5,0,0
5.96,106.6,0,0
5.96,106.7,0,0
5.96,106.8,0,0
5.96,106.9,0,0
5.96,107,0,0
5.96,107.1,0,0
5.96,107.2,0,0
5.96,107.3,0,0
5.96,107.4,0,0
5.96,107.5,0,0
5.96,107.6,0,0
5.96,107.7,0,0
5.96,107.8,0,0
5.96,107.9,0,0
5.96,108,0,0
5.96,108.1,0,0
5.96,108.2,0,0
5.96,108.3,0,0
5.96,108.4,0,0
5.96,108.5,0,0
5.96,108.6,0,0
5.96,108.7,0,0
5.96,108.8,0,0
5.96,108.9,0,0
5.96,109,0,0
5.96,109.1,0,0
5.96,109.2,0,0
5.96,109.3,0,0
5.96,109.4,0,0
5.96,109.5,0,0
5.96,109.6,0,0
5.96,109.7,0,0
5.96,109.8,0,0
5.96,109.9,0,0
5.96,110,0,0
5.96,110.1,0,0
5.96,110.2,0,0
5.96,110.3,0,0
5.96,110.4,0,0
5.96,110.5,0,0
5.96,110.6,0,0
5.96,110.7,0,0
5.96,110.8,0,0
5.96,110.9,0,0
5.96,111,0,0
5.96,111.1,0,0
5.96,111.2,0,0
5.96,111.3,0,0
5.96,111.4,0,0
5.96,111.5,0,0
5.96,111.6,0,0
5.96,111.7,0,0
5.96,111.8,0,0
5.96,111.9,0,0
5.96,112,0,0
5.96,112.1,0,0
5.96,112.2,0,0
5.96,112.3,0,0
5.96,112.4,0,0
5.96,112.5,0,0
5.96,112.6,0,0
5.96,112.7,0,0
5.96,112.8,0,0
5.96,112.9,0,0
5.96,113,0,0
5.96,113.1,0,0
5.96,113.2,0,0
5.96,113.3,0,0
5.96,113.4,0,0
5.96,113.5,0,0
5.96,113.6,0,0
5.96,113.7,0,0
5.96,113.8,0,0
5.96,113.9,0,0
5.96,114,0,0
5.96,114.1,0,0
5.96,114.2,0,0
5.96,114.3,0,0
5.96,114.4,0,0
5.96,114.5,0,0
5.96,114.6,0,0
5.96,114.7,0,0
5.96,114.8,0,0
5.96,114.9,0,0
5.96,115,0,0
5.96,115.1,0,0
5.96,115.2,0,0
5.96,115.3,0,0
5.96,115.4,0,0
5.96,115.5,0,0
5.96,115.6,0,0
5.96,115.7,0,0
5.96,115.8,0,0
5.96,115.9,0,0
5.96,116,0,0
5.96,116.1,0,0
5.96,116.2,0,0
5.96,116.3,0,0
5.96,116.4,0,0
5.96,116.5,0,0
5.96,116.6,0,0
5.96,116.7,0,0
5.96,116.8,0,0
5.96,116.9,0,0
5.96,117,0,0
5.96,117.1,0,0
5.96,117.2,0,0
5.96,117.3,0,0
5.96,117.4,0,0
5.96,117.5,0,0
5.96,117.6,0,0
5.96,117.7,0,0
5.96,117.8,0,0
5.96,117.9,0,0
5.96,118,0,0
5.96,118.1,0,0
5.96,118.2,0,0
5.96,118.3,0,0
5.96,118.4,0,0
5.96,118.5,0,0
5.96,118.6,0,0
5.96,118.7,0,0
5.96,118.8,0,0
5.96,118.9,0,0
5.96,119,0,0
5.96,119.1,0,0
5.96,119.2,0,0
5.96,119.3,0,0
5.96,119.4,0,0
5.96,119.5,0,0
5.96,119.6,0,0
5.96,119.7,0,0
5.96,119.8,0,0
5.96,119.9,0,0
5.96,120,0,0
5.96,120.1,0,0
5.96,120.2,0,0
5.96,120.3,0,0
5.96,120.4,0,0
5.96,120.5,0,0
5.96,120.6,0,0
5.96,120.7,0,0
5.96,120.8,0,0
5.96,120.9,0,0
5.96,121,0,0
5.96,121.1,0,0
5.96,121.2,0,0
5.96,121.3,0,0
5.96,121.4,0,0
5.96,121.5,0,0
5.96,121.6,0,0
5.96,121.7,0,0
5.96,121.8,0,0
5.96,121.9,0,0
5.96,122,0,0
5.96,122.1,0,0
5.96,122.2,0,0
5.96,122.3,0,0
5.96,122.4,0,0
5.96,122.5,0,0
5.96,122.6,0,0
5.96,122.7,0,0
5.96,122.8,0,0
5.96,122.9,0,0
5.96,123,0,0
5.96,123.1,0,0
5.96,123.2,0,0
5.96,123.3,0,0
5.96,123.4,0,0
5.96,123.5,0,0
5.96,123.6,0,0
5.96,123.7,0,0
5.96,123.8,0,0
5.96,123.9,0,0
5.96,124,0,0
5.96,124.1,0,0
5.96,124.2,0,0
5.96,124.3,0,0
5.96,124.4,0,0
5.96,124.5,0,0
5.96,124.6,0,0
5.96,124.7,0,0
5.96,124.8,0,0
5.96,124.9,0,0
5.96,125,0,0
5.96,125.1,0,0
5.96,125.2,0,0
5.96,125.3,0,0
5.96,125.4,0,0
5.96,125.5,0,0
5.96,125.6,0,0
5.96,125.7,0,0
5.96,125.8,0,0
5.96,125.9,0,0
5.96,126,0,0
5.96,126.1,0,0
5.96,126.2,0,0
5.96,126.3,0,0
5.96,126.4,0,0
5.96,126.5,0,0
5.96,126.6,0,0
5.96,126.7,0,0
5.96,126.8,0,0
5.96,126.9,0,0
5.96,127,0,0
5.96,127.1,0,0
5.96,127.2,0,0
5.96,127.3,0,0
5.96,127.4,0,0
5.96,127.5,0,0
5.96,127.6,0,0
5.96,127.7,0,0
5.96,127.8,0,0
5.96,127.9,0,0
5.96,128,0,0
5.96,128.1,0,0
5.96,128.2,0,0
5.96,128.3,0,0
5.96,128.4,0,0
5.96,128.5,0,0
5.96,128.6,0,0
5.96,128.7,0,0
5.96,128.8,0,0
5.96,128.9,0,0
5.96,129,0,0
5.96,129.1,0,0
5.96,129.2,0,0
5.96,129.3,0,0
5.96,129.4,0,0
5.96,129.5,0,0
5.96,129.6,0,0
5.96,129.7,0,0
5.96,129.8,0,0
5.96,129.9,0,0
5.96,130,0,0
5.96,130.1,0,0
5.96,130.2,0,0
5.96,130.3,0,0
5.96,130.4,0,0
5.96,130.5,0,0
5.96,130.6,0,0
5.96,130.7,0,0
5.96,130.8,0,0
5.96,130.9,0,0
5.96,131,0,0
5.96,131.1,0,0
5.96,131.2,0,0
5.96,131.3,0,0
5.96,131.4,0,0
5.96,131.5,0,0
5.96,131.6,0,0
5.96,131.7,0,0
5.96,131.8,0,0
5.96,131.9,0,0
5.96,132,0,0
5.96,132.1,0,0
5.96,132.2,0,0
5.96,132.3,0,0
5.96,132.4,0,0
5.96,132.5,0,0
5.96,132.6,0,0
5.96,132.7,0,0
5.96,132.8,0,0
5.96,132.9,0,0
5.96,133,0,0
5.96,133.1,0,0
5.96,133.2,0,0
5.96,133.3,0,0
5.96,133.4,0,0
5.96,133.5,0,0
5.96,133.6,0,0
5.96,133.7,0,0
5.96,133.8,0,0
5.96,133.9,0,0
5.96,134,0,0
5.96,134.1,0,0
5.96,134.2,0,0
5.96,134.3,0,0
5.96,134.4,0,0
5.96,134.5,0,0
5.96,134.6,0,0
5.96,134.7,0,0
5.96,134.8,0,0
5.96,134.9,0,0
5.96,135,0,0
5.96,135.1,0,0
5.96,135.2,0,0
5.96,135.3,0,0
5.96,135.4,0,0
5.96,135.5,0,0
5.96,135.6,0,0
5.96,135.7,0,0
5.96,135.8,0,0
5.96,135.9,0,0
5.96,136,0,0
5.96,136.1,0,0
5.96,136.2,0,0
5.96,136.3,0,0
5.96,136.4,0,0
5.96,136.5,0,0
5.96,136.6,0,0
5.96,136.7,0,0
5.96,136.8,0,0
5.96,136.9,0,0
5.96,137,0,0
5.96,137.1,0,0
5.96,137.2,0,0
5.96,137.3,0,0
5.96,137.4,0,0
5.96,137.5,0,0
5.96,137.6,0,0
5.96,137.7,0,0
5.96,137.8,0,0
5.96,137.9,0,0
5.96,138,0,0
5.96,138.1,0,0
5.96,138.2,0,0
5.96,138.3,0,0
5.96,138.4,0,0
5.96,138.5,0,0
5.96,138.6,0,0
5.96,138.7,0,0
5.96,138.8,0,0
5.96,138.9,0,0
5.96,139,0,0
5.96,139.1,0,0
5.96,139.2,0,0
5.96,139.3,0,0
5.96,139.4,0,0
5.96,139.5,0,0
5.96,139.6,0,0
5.96,139.7,0,0
5.96,139.8,0,0
5.96,139.9,0,0
5.96,140,0,0
5.96,140.1,0,0
5.96,140.2,0,0
5.96,140.3,0,0
5.96,140.4,0,0
5.96,140.5,0,0
5.96,140.6,0,0
5.96,140.7,0,0
5.96,140.8,0,0
5.96,140.9,0,0
5.96,141,0,0
5.96,141.1,0,0
5.96,141.2,0,0
5.96,141.3,0,0
5.96,141.4,0,0
5.96,141.5,0,0
5.96,141.6,0,0
5.96,141.7,0,0
5.96,141.8,0,0
5.96,141.9,0,0
5.96,142,0,0
5.96,142.1,0,0
5.96,142.2,0,0
5.96,142.3,0,0
5.96,142.4,0,0
5.96,142.5,0,0
5.96,142.6,0,0
5.96,142.7,0,0
5.96,142.8,0,0
5.96,142.9,0,0
5.96,143,0,0
5.96,143.1,0,0
5.96,143.2,0,0
5.96,143.3,0,0
5.96,143.4,0,0
5.96,143.5,0,0
5.96,143.6,0,0
5.96,143.7,0,0
5.96,143.8,0,0
5.96,143.9,0,0
5.96,144,0,0
5.96,144.1,0,0
5.96,144.2,0,0
5.96,144.3,0,0
5.96,144.4,0,0
5.96,144.5,0,0
5.96,144.6,0,0
5.96,144.7,0,0
5.96,144.8,0,0
5.96,144.9,0,0
5.96,145,0,0
5.96,145.1,0,0
5.96,145.2,0,0
5.96,145.3,0,0
5.96,145.4,0,0
5.96,145.5,0,0
5.96,145.6,0,0
5.96,145.7,0,0
5.96,145.8,0,0
5.96,145.9,0,0
5.96,146,0,0
5.96,146.1,0,0
5.96,146.2,0,0
5.96,146.3,0,0
5.96,146.4,0,0
5.96,146.5,0,0
5.96,146.6,0,0
5.96,146.7,0,0
5.96,146.8,0,0
5.96,146.9,0,0
5.96,147,0,0
5.96,147.1,0,0
5.96,147.2,0,0
5.96,147.3,0,0
5.96,147.4,0,0
5.96,147.5,0,0
5.96,147.6,0,0
5.96,147.7,0,0
5.96,147.8,0,0
5.96,147.9,0,0
5.96,148,0,0
5.96,148.1,0,0
5.96,148.2,0,0
5.96,148.3,0,0
5.96,148.4,0,0
5.96,148.5,0,0
5.96,148.6,0,0
5.96,148.7,0,0
5.96,148.8,0,0
5.96,148.9,0,0
5.96,149,0,0
5.96,149.1,0,0
5.96,149.2,0,0
5.96,149.3,0,0
5.96,149.4,0,0
5.96,149.5,0,0
5.96,149.6,0,0
5.96,149.7,0,0
5.96,149.8,0,0
5.96,149.9,0,0
5.96,150,0,0
5.96,150.1,0,0
5.96,150.2,0,0
5.96,150.3,0,0
5.96,150.4,0,0
5.96,150.5,0,0
5.96,150.6,0,0
5.96,150.7,0,0
5.96,150.8,0,0
5.96,150.9,0,0
5.96,151,0,0
5.96,151.1,0,0
5.96,151.2,0,0
5.96,151.3,0,0
5.96,151.4,0,0
5.96,151.5,0,0
5.96,151.6,0,0
5.96,151.7,0,0
5.96,151.8,0,0
5.96,151.9,0,0
5.96,152,0,0
5.96,152.1,0,0
5.96,152.2,0,0
5.96,152.3,0,0
5.96,152.4,0,0
5.96,152.5,0,0
5.96,152.6,0,0
5.96,152.7,0,0
5.96,152.8,0,0
5.96,152.9,0,0
5.96,153,0,0
5.96,153.1,0,0
5.96,153.2,0,0
5.96,153.3,0,0
5.96,153.4,0,0
5.96,153.5,0,0
5.96,153.6,0,0
5.96,153.7,0,0
5.96,153.8,0,0
5.96,153.9,0,0
5.96,154,0,0
5.96,154.1,0,0
5.96,154.2,0,0
5.96,154.3,0,0
5.96,154.4,0,0
5.96,154.5,0,0
5.96,154.6,0,0
5.96,154.7,0,0
5.96,154.8,0,0
5.96,154.9,0,0
5.96,155,0,0
5.96,155.1,0,0
5.96,155.2,0,0
5.96,155.3,0,0
5.96,155.4,0,0
5.96,155.5,0,0
5.96,155.6,0,0
5.96,155.7,0,0
5.96,155.8,0,0
5.96,155.9,0,0
5.96,156,0,0
5.96,156.1,0,0
5.96,156.2,0,0
5.96,156.3,0,0
5.96,156.4,0,0
5.96,156.5,0,0
5.96,156.6,0,0
5.96,156.7,0,0
5.96,156.8,0,0
5.96,156.9,0,0
5.96,157,0,0
5.96,157.1,0,0
5.96,157.2,0,0
5.96,157.3,0,0
5.96,157.4,0,0
5.96,157.5,0,0
5.96,157.6,0,0
5.96,157.7,0,0
5.96,157.8,0,0
5.96,157.9,0,0
5.96,158,0,0
5.96,158.1,0,0
5.96,158.2,0,0
5.96,158.3,0,0
5.96,158.4,0,0
5.96,158.5,0,0
5.96,158.6,0,0
5.96,158.7,0,0
5.96,158.8,0,0
5.96,158.9,0,0
5.96,159,0,0
5.96,159.1,0,0
5.96,159.2,0,0
5.96,159.3,0,0
5.96,159.4,0,0
5.96,159.5,0,0
5.96,159.6,0,0
5.96,159.7,0,0
5.96,159.8,0,0
5.96,159.9,0,0
5.96,160,0,0
5.96,160.1,0,0
5.96,160.2,0,0
5.96,160.3,0,0
5.96,160.4,0,0
5.96,160.5,0,0
5.96,160.6,0,0
5.96,160.7,0,0
5.96,160.8,0,0
5.96,160.9,0,0
5.96,161,0,0
5.96,161.1,0,0
5.96,161.2,0,0
5.96,161.3,0,0
5.96,161.4,0,0
5.96,161.5,0,0
5.96,161.6,0,0
5.96,161.7,0,0
5.96,161.8,0,0
5.96,161.9,0,0
5.96,162,0,0
5.96,162.1,0,0
5.96,162.2,0,0
5.96,162.3,0,0
5.96,162.4,0,0
5.96,162.5,0,0
5.96,162.6,0,0
5.96,162.7,0,0
5.96,162.8,0,0
5.96,162.9,0,0
5.96,163,0,0
5.96,163.1,0,0
5.96,163.2,0,0
5.96,163.3,0,0
5.96,163.4,0,0
5.96,163.5,0,0
5.96,163.6,0,0
5.96,163.7,0,0
5.96,163.8,0,0
5.96,163.9,0,0
5.96,164,0,0
5.96,164.1,0,0
5.96,164.2,0,0
5.96,164.3,0,0
5.96,164.4,0,0
5.96,164.5,0,0
5.96,164.6,0,0
5.96,164.7,0,0
5.96,164.8,0,0
5.96,164.9,0,0
5.96,165,0,0
5.96,165.1,0,0
5.96,165.2,0,0
5.96,165.3,0,0
5.96,165.4,0,0
5.96,165.5,0,0
5.96,165.6,0,0
5.96,165.7,0,0
5.96,165.8,0,0
5.96,165.9,0,0
5.96,166,0,0
5.96,166.1,0,0
5.96,166.2,0,0
5.96,166.3,0,0
5.96,166.4,0,0
5.96,166.5,0,0
5.96,166.6,0,0
5.96,166.7,0,0
5.96,166.8,0,0
5.96,166.9,0,0
5.96,167,0,0
5.96,167.1,0,0
5.96,167.2,0,0
5.96,167.3,0,0
5.96,167.4,0,0
5.96,167.5,0,0
5.96,167.6,0,0
5.96,167.7,0,0
5.96,167.8,0,0
5.96,167.9,0,0
5.96,168,0,0
5.96,168.1,0,0
5.96,168.2,0,0
5.96,168.3,0,0
5.96,168.4,0,0
5.96,168.5,0,0
5.96,168.6,0,0
5.96,168.7,0,0
5.96,168.8,0,0
5.96,168.9,0,0
5.96,169,0,0
5.96,169.1,0,0
5.96,169.2,0,0
5.96,169.3,0,0
5.96,169.4,0,0
5.96,169.5,0,0
5.96,169.6,0,0
5.96,169.7,0,0
5.96,169.8,0,0
5.96,169.9,0,0
5.96,170,0,0
5.96,170.1,0,0
5.96,170.2,0,0
5.96,170.3,0,0
5.96,170.4,0,0
5.96,170.5,0,0
5.96,170.6,0,0
5.96,170.7,0,0
5.96,170.8,0,0
5.96,170.9,0,0
5.96,171,0,0
5.96,171.1,0,0
5.96,171.2,0,0
5.96,171.3,0,0
5.96,171.4,0,0
5.96,171.5,0,0
5.96,171.6,0,0
5.96,171.7,0,0
5.96,171.8,0,0
5.96,171.9,0,0
5.96,172,0,0
5.96,172.1,0,0
5.96,172.2,0,0
5.96,172.3,0,0
5.96,172.4,0,0
5.96,172.5,0,0
5.96,172.6,0,0
5.96,172.7,0,0
5.96,172.8,0,0
5.96,172.9,0,0
5.96,173,0,0
5.96,173.1,0,0
5.96,173.2,0,0
5.96,173.3,0,0
5.96,173.4,0,0
5.96,173.5,0,0
5.96,173.6,0,0
5.96,173.7,0,0
5.96,173.8,0,0
5.96,173.9,0,0
5.96,174,0,0
5.96,174.1,0,0
5.96,174.2,0,0
5.96,174.3,0,0
5.96,174.4,0,0
5.96,174.5,0,0
5.96,174.6,0,0
5.96,174.7,0,0
5.96,174.8,0,0
5.96,174.9,0,0
5.96,175,0,0
5.96,175.1,0,0
5.96,175.2,0,0
5.96,175.3,0,0
5.96,175.4,0,0
5.96,175.5,0,0
5.96,175.6,0,0
5.96,175.7,0,0
5.96,175.8,0,0
5.96,175.9,0,0
5.96,176,0,0
5.96,176.1,0,0
5.96,176.2,0,0
5.96,176.3,0,0
5.96,176.4,0,0
5.96,176.5,0,0
5.96,176.6,0,0
5.96,176.7,0,0
5.96,176.8,0,0
5.96,176.9,0,0
5.96,177,0,0
5.96,177.1,0,0
5.96,177.2,0,0
5.96,177.3,0,0
5.96,177.4,0,0
5.96,177.5,0,0
5.96,177.6,0,0
5.96,177.7,0,0
5.96,177.8,0,0
5.96,177.9,0,0
5.96,178,0,0
5.96,178.1,0,0
5.96,178.2,0,0
5.96,178.3,0,0
5.96,178.4,0,0
5.96,178.5,0,0
5.96,178.6,0,0
5.96,178.7,0,0
5.96,178.8,0,0
5.96,178.9,0,0
5.96,179,0,0
5.96,179.1,0,0
5.96,179.2,0,0
5.96,179.3,0,0
5.96,179.4,0,0
5.96,179.5,0,0
5.96,179.6,0,0
5.96,179.7,0,0
5.96,179.8,0,0
5.96,179.9,0,0
5.96,180,0,0
5.98,0,0,0
5.98,0.1,0,0
5.98,0.2,0,0
5.98,0.3,0,0
5.98,0.4,0,0
5.98,0.5,0,0
5.98,0.6,0,0
5.98,0.7,0,0
5.98,0.8,0,0
5.98,0.9,0,0
5.98,1,0,0
5.98,1.1,0,0
5.98,1.2,0,0
5.98,1.3,0,0
5.98,1.4,0,0
